Index,Start X,Start Y,End X,End Y,Image Width,Image Height
0,933.6378732090235,967.2750900821078,884.4126777849976,966.0444601965072,1012,1024
1,884.4126777849976,966.0444601965072,834.367062437238,966.864880120241,1012,1024
2,884.4126777849976,966.0444601965072,884.0024678231308,888.5147774036665,1012,1024
3,884.0024678231308,888.5147774036665,933.6378732090235,888.1045674417995,1012,1024
4,884.0024678231308,888.5147774036665,834.367062437238,888.1045674417995,1012,1024
5,884.0024678231308,888.5147774036665,884.0024678231308,639.5173305504691,1012,1024
6,884.0024678231308,639.5173305504691,983.2732785949162,639.927540512336,1012,1024
7,884.0024678231308,639.5173305504691,785.5520769750791,640.3377504742028,1012,1024
8,785.5520769750791,640.3377504742028,785.5520769750791,541.8873596261511,1012,1024
9,983.2732785949162,639.927540512336,982.4528586711824,541.4771496642843,1012,1024
10,884.0024678231308,639.5173305504691,883.5922578612639,441.38591896876505,1012,1024
11,883.5922578612639,441.38591896876505,984.9141184423837,441.38591896876505,1012,1024
12,984.9141184423837,441.38591896876505,984.9141184423837,491.84174427839156,1012,1024
13,883.5922578612639,441.38591896876505,639.927540512336,440.1552890831644,1012,1024
14,639.927540512336,440.1552890831644,639.927540512336,420.4652109135541,1012,1024
15,785.1418670132122,453.6922178247715,785.9622869369459,491.84174427839156,1012,1024
16,619.4170424189919,966.864880120241,689.5629458982287,967.2750900821078,1012,1024
17,619.006832457125,888.1045674417995,688.332316012628,888.5147774036665,1012,1024
18,642.7990102454041,872.1063789289911,643.209220207271,700.2284049067677,1012,1024
19,584.5491956603069,719.5082731145111,504.96846305813176,719.9184830763779,1012,1024
20,504.96846305813176,719.9184830763779,505.7888829818655,872.9267988527249,1012,1024
21,527.9402209226772,888.9249873655333,434.8225595788949,888.1045674417995,1012,1024
22,434.8225595788949,966.864880120241,529.1708508082778,968.0955100058416,1012,1024
23,237.2950682188283,966.842090677915,192.28591962510097,965.7026185616181,1012,1024
24,192.28591962510097,965.7026185616181,166.93266503749507,966.2723546197666,1012,1024
25,192.28591962510097,965.7026185616181,191.7161835669525,887.3639105662066,1012,1024
26,191.7161835669525,887.3639105662066,237.01020018975407,886.509306478984,1012,1024
27,191.7161835669525,887.3639105662066,190.5767114506556,852.6100110191513,1012,1024
28,109.38932316450189,966.842090677915,63.8104385126261,966.5572226488408,1012,1024
29,63.8104385126261,966.5572226488408,64.66504259984877,879.6724737812026,1012,1024
30,64.66504259984877,879.6724737812026,140.43993833359227,879.6724737812026,1012,1024
31,64.66504259984877,879.6724737812026,65.23477865799721,851.4705389028545,1012,1024
32,64.09530654170032,795.0666691461582,64.94991062892299,773.4166989365173,1012,1024
33,64.94991062892299,773.4166989365173,64.94991062892299,720.1463774996374,1012,1024
34,64.94991062892299,720.1463774996374,64.94991062892299,706.1878440750004,1012,1024
35,64.94991062892299,773.4166989365173,128.47548111247485,772.5620948492946,1012,1024
36,128.47548111247485,772.5620948492946,129.04521717062332,719.8615094705632,1012,1024
37,129.04521717062332,719.8615094705632,64.94991062892299,720.1463774996374,1012,1024
38,129.04521717062332,719.8615094705632,143.2886186243345,720.7161135577859,1012,1024
39,143.2886186243345,720.7161135577859,143.5734866534087,707.0424481622231,1012,1024
40,143.2886186243345,720.7161135577859,143.5734866534087,734.3897789533486,1012,1024
41,143.5734866534087,734.3897789533486,188.58263524713607,733.2503068370517,1012,1024
42,188.58263524713607,733.2503068370517,189.43723933435874,794.4969330880098,1012,1024
43,64.39616542657328,562.1785241739847,64.71814625370614,517.7451700296491,1012,1024
44,64.71814625370614,517.7451700296491,142.31552559272694,518.3891316839148,1012,1024
45,142.31552559272694,518.3891316839148,142.95948724699267,561.212581692586,1012,1024
46,142.31552559272694,518.3891316839148,160.02447108503458,517.7451700296491,1012,1024
47,160.02447108503458,517.7451700296491,159.38050943076885,497.13839709314567,1012,1024
48,160.02447108503458,517.7451700296491,236.3339271155239,517.4231892025163,1012,1024
49,236.3339271155239,517.4231892025163,235.68996546125817,495.5284929574813,1012,1024
50,250.22807673879805,526.0942760942762,426.6183603415573,526.0942760942762,1012,1024
51,426.6183603415573,526.0942760942762,427.64388524622456,569.1663220902989,1012,1024
52,156.22162714430425,367.4797575057485,156.22162714430425,264.2435837692499,1012,1024
53,235.18704480367904,264.5854254041389,235.52888643856812,367.4797575057485,1012,1024
54,249.54439346901992,338.0813769052886,298.42774725815667,338.0813769052886,1012,1024
55,298.42774725815667,338.0813769052886,298.42774725815667,302.8716885117146,1012,1024
56,298.42774725815667,302.8716885117146,427.3020436113355,303.21353014660366,1012,1024
57,427.3020436113355,303.21353014660366,427.3020436113355,463.8790985444658,1012,1024
58,427.3020436113355,303.21353014660366,427.3020436113355,292.61643946504256,1012,1024
59,724.5966096718367,543.622143032487,724.5966096718367,640.7474359393195,1012,1024
60,724.5966096718367,640.7474359393195,607.2077664463126,639.699321267663,1012,1024
61,607.2077664463126,639.699321267663,607.2077664463126,541.1765421319552,1012,1024
62,607.2077664463126,639.699321267663,507.98624419616715,639.699321267663,1012,1024
63,507.98624419616715,639.699321267663,508.3356157533859,449.99056569784267,1012,1024
64,508.3356157533859,449.99056569784267,606.5090233318749,450.3399372550615,1012,1024
65,606.5090233318749,450.3399372550615,607.2077664463126,483.8796067480684,1012,1024
66,607.2077664463126,483.8796067480684,607.5571380035313,494.01138190741426,1012,1024
67,607.2077664463126,483.8796067480684,642.8436652826324,484.2289783052872,1012,1024
68,642.8436652826324,484.2289783052872,641.4461790537571,452.78553815559326,1012,1024
69,606.5090233318749,450.3399372550615,627.4713167650042,449.99056569784267,1012,1024
70,508.3356157533859,449.99056569784267,508.3185110800447,422.85810235777757,1012,1024
71,508.3185110800447,422.85810235777757,508.66035271493377,347.6529426821825,1012,1024
72,508.66035271493377,347.6529426821825,547.9721407271766,347.6529426821825,1012,1024
73,598.5647026907587,347.9947843170716,627.9630832912186,347.6529426821825,1012,1024
74,508.66035271493377,347.6529426821825,507.9766694451556,222.19706267789445,1012,1024
75,507.9766694451556,222.19706267789445,475.8435557655832,221.17153777322724,1012,1024
76,507.9766694451556,222.19706267789445,567.7989555507426,221.17153777322724,1012,1024
77,567.7989555507426,221.17153777322724,628.9886081958858,221.85522104300537,1012,1024
78,640.2693821472251,353.8060921101858,640.9530654170032,219.12048796389283,1012,1024
79,640.9530654170032,219.12048796389283,807.4299416079795,218.09496305922562,1012,1024
80,807.4299416079795,218.09496305922562,807.7717832428685,206.4723474729973,1012,1024
81,640.9530654170032,219.12048796389283,639.927540512336,114.51694768783791,1012,1024
82,639.927540512336,114.51694768783791,640.2693821472251,13.331823760673666,1012,1024
83,807.0880999730905,146.9919030022994,806.7462583382014,12.64814049089553,1012,1024
84,724.0205826950469,140.83875357429616,723.3368994252687,16.750240109564352,1012,1024
85,567.7989555507426,221.17153777322724,568.1407971856316,123.74667182984275,1012,1024
86,568.1407971856316,123.74667182984275,425.59283543689014,124.08851346473182,1012,1024
87,425.59283543689014,124.08851346473182,426.9602019764464,242.70756077123855,1012,1024
88,156.22162714430425,114.51694768783791,156.56346877919333,154.85426060474796,1012,1024
89,234.16151989901184,114.85878932272698,235.87072807345717,154.5124189698589,1012,1024
90,143.23164501851966,55.720186486918145,142.54796174874153,114.51694768783791,1012,1024
91,63.924385724255785,56.06202812180722,64.60806899403393,114.85878932272698,1012,1024
92,64.60806899403393,114.85878932272698,142.54796174874153,114.51694768783791,1012,1024
93,142.54796174874153,114.51694768783791,156.22162714430425,114.51694768783791,1012,1024
94,156.22162714430425,114.51694768783791,234.16151989901184,114.85878932272698,1012,1024
95,234.16151989901184,114.85878932272698,590.018661818532,114.17510605294883,1012,1024
96,590.018661818532,114.17510605294883,639.927540512336,114.51694768783791,1012,1024
97,590.018661818532,114.17510605294883,590.3605034534211,11.280773951339256,1012,1024
98,389.69946377353796,100.5014406573861,390.04130540842704,11.280773951339256,1012,1024
99,987.3525887712592,303.66931899312243,938.640155799567,303.09958293497397,1012,1024
100,938.640155799567,303.09958293497397,938.0704197414185,254.95688602143017,1012,1024
101,937.50068368327,183.45501072380003,938.3552877704927,133.6031056358109,1012,1024
