Index,Start X,Start Y,End X,End Y,Image Width,Image Height
0,728.5328922755824,564.6129915135764,727.5483883671019,638.4507846496151,786,1024
1,727.5483883671019,638.4507846496151,585.7798255459076,638.4507846496151,786,1024
2,727.5483883671019,638.4507846496151,728.5328922755824,808.7699608167446,786,1024
3,728.5328922755824,808.7699608167446,649.7725795971411,810.2467166794654,786,1024
4,514.8955441353103,809.2622127709849,446.4725224959144,808.7699608167446,786,1024
5,446.4725224959144,808.7699608167446,360.82068245810945,809.2622127709849,786,1024
6,446.4725224959144,808.7699608167446,446.4725224959144,638.4507846496151,786,1024
7,446.4725224959144,638.4507846496151,525.725087128596,637.4662807411346,786,1024
8,525.725087128596,637.4662807411346,526.2173390828362,554.2757004745309,786,1024
9,446.4725224959144,638.4507846496151,366.7277059089925,637.4662807411346,786,1024
10,366.3174959471256,554.6038684440244,366.7277059089925,637.4662807411346,786,1024
11,446.4725224959144,638.4507846496151,446.71864847303453,515.6339220666707,786,1024
12,446.71864847303453,515.6339220666707,446.71864847303453,502.0969933250636,786,1024
13,446.71864847303453,515.6339220666707,526.2993810752097,514.813502142937,786,1024
14,446.71864847303453,515.6339220666707,366.3174959471256,513.5828722573362,786,1024
15,366.3174959471256,513.5828722573362,367.1379158708594,438.5144492356969,786,1024
16,222.74400929371694,812.6259344582933,223.5644292174507,638.2867006648685,786,1024
17,223.5644292174507,638.2867006648685,307.24726143829463,637.8764907030015,786,1024
18,222.33379933185006,532.0423205413459,223.15421925558383,443.84717873996635,786,1024
19,218.6419096750481,369.5991756420607,252.68933650999932,369.5991756420607,786,1024
20,334.32111892150886,368.36854575646004,367.54812583272627,370.00938560392757,786,1024
21,368.36854575646004,381.9054744980672,367.54812583272627,370.00938560392757,786,1024
22,440.97570900689817,443.43696877809947,622.28851215206,443.0267588162326,786,1024
23,622.28851215206,443.0267588162326,622.28851215206,396.6730331252749,786,1024
24,622.28851215206,396.6730331252749,621.4680922283262,340.0640583876452,786,1024
25,622.28851215206,396.6730331252749,678.077066965956,396.26282316340803,786,1024
26,728.1226823137156,477.07418565118377,728.1226823137156,444.25738870183324,786,1024
27,728.1226823137156,444.25738870183324,711.3040738771734,443.43696877809947,786,1024
28,555.0140784058914,294.9409625822882,442.2063388924988,294.5307526204213,786,1024
29,367.54812583272627,292.06949284922,367.1379158708594,321.6046101036355,786,1024
30,367.1379158708594,321.6046101036355,310.9391510950966,322.42503002736925,786,1024
